Id_cliente;FECHA EFECTIVA;Id_tx;DIAS COMPRA 
148;15/11/2020;3647;113
109;15/11/2020;2804;113
129;15/11/2020;8930;113
130;15/11/2020;3380;113
152;15/11/2020;8254;113
113;15/12/2020;9478;83
134;15/12/2020;5434;83
94;15/12/2020;5543;83
126;15/12/2020;3297;83
133;15/12/2020;4238;83
103;15/12/2020;6554;83
113;15/12/2020;7285;83
139;15/12/2020;9005;83
136;15/12/2020;5514;83
142;15/12/2020;7012;83
116;15/12/2020;8733;83
120;15/12/2020;8788;83
117;15/12/2020;7671;83
139;15/12/2020;4128;83
152;15/12/2020;8249;83
124;15/12/2020;6735;83
119;15/12/2020;5723;83
143;15/12/2020;8930;83
118;15/02/2021;4571;21
113;15/02/2021;8641;21
117;15/02/2021;8678;21
121;15/02/2021;5901;21
147;15/02/2021;3659;21
118;15/02/2021;8859;21
130;15/02/2021;5116;21
126;15/02/2021;8001;21
127;15/02/2021;7765;21
122;15/02/2021;4560;21
133;15/02/2021;9163;21
111;15/02/2021;7717;21
117;15/09/2020;5013;174
140;15/09/2020;6518;174
127;15/09/2020;7239;174
136;15/09/2020;6468;174
123;15/09/2020;2535;174
113;15/09/2020;3824;174
128;15/09/2020;4584;174
107;15/09/2020;8140;174
126;15/09/2020;8475;174
141;15/09/2020;2509;174
124;15/09/2020;6972;174
129;16/01/2021;8239;51
130;16/01/2021;2898;51
114;16/01/2021;8365;51
145;16/01/2021;2827;51
139;16/01/2021;6865;51
123;16/01/2021;4489;51
138;16/01/2021;7160;51
133;16/10/2020;6657;143
136;16/10/2020;4783;143
112;16/10/2020;5841;143
137;16/10/2020;4607;143
124;16/10/2020;5994;143
144;16/10/2020;3015;143
111;16/10/2020;3214;143
141;16/10/2020;4909;143
151;16/10/2020;2803;143
120;16/10/2020;4535;143
138;16/10/2020;4157;143
114;16/10/2020;9786;143
136;16/10/2020;7365;143
140;16/10/2020;4741;143
130;16/10/2020;9384;143
135;16/10/2020;3126;143
139;16/10/2020;2796;143
124;16/10/2020;7484;143
116;16/10/2020;5998;143
125;16/11/2020;9663;112
108;16/11/2020;9424;112
123;16/11/2020;2912;112
126;16/11/2020;4561;112
111;16/11/2020;9217;112
126;16/11/2020;7801;112
133;16/11/2020;7981;112
114;16/11/2020;3696;112
128;16/11/2020;6879;112
136;16/12/2020;7358;82
119;16/12/2020;8137;82
130;16/12/2020;9746;82
124;16/12/2020;9400;82
131;16/12/2020;4430;82
149;16/12/2020;4198;82
122;16/12/2020;5519;82
111;16/12/2020;7796;82
136;16/12/2020;5105;82
145;16/12/2020;8272;82
131;16/12/2020;4677;82
133;16/12/2020;7027;82
125;16/12/2020;6876;82
117;16/12/2020;5484;82
139;16/02/2021;4200;20
135;16/02/2021;7125;20
131;16/02/2021;6920;20
130;16/02/2021;7951;20
134;16/02/2021;6923;20
134;16/02/2021;3978;20
100;16/02/2021;9312;20
134;16/02/2021;8178;20
141;16/02/2021;9447;20
137;16/02/2021;8190;20
128;16/02/2021;5259;20
132;16/02/2021;5705;20
117;16/02/2021;5206;20
108;16/02/2021;5683;20
124;16/02/2021;3996;20
129;16/02/2021;5113;20
114;16/09/2020;9628;173
122;16/09/2020;7026;173
121;16/09/2020;8870;173
123;16/09/2020;6621;173
114;16/09/2020;7452;173
127;16/09/2020;2974;173
115;16/09/2020;2968;173
130;16/09/2020;2806;173
113;16/09/2020;9603;173
134;16/09/2020;7246;173
130;16/09/2020;5073;173
108;16/09/2020;6049;173
114;17/01/2021;3383;50
124;17/01/2021;4391;50
132;17/01/2021;9640;50
126;17/01/2021;9571;50
129;17/01/2021;6674;50
135;17/01/2021;5176;50
139;17/01/2021;4864;50
106;17/01/2021;3153;50
103;17/01/2021;7787;50
103;17/01/2021;6191;50
136;17/01/2021;5762;50
129;17/10/2020;6207;142
121;17/10/2020;8711;142
141;17/10/2020;3045;142
140;17/10/2020;7281;142
124;17/10/2020;7093;142
124;17/10/2020;9752;142
126;17/10/2020;4950;142
131;17/10/2020;2471;142
125;17/10/2020;6913;142
119;17/10/2020;9163;142
142;17/10/2020;2731;142
123;17/10/2020;7690;142
122;17/10/2020;6509;142
126;17/10/2020;6559;142
131;17/10/2020;5266;142
142;17/10/2020;7407;142
141;17/10/2020;4483;142
114;17/10/2020;5528;142
136;17/10/2020;4014;142
110;17/10/2020;3632;142
106;17/11/2020;2993;111
113;17/11/2020;7521;111
119;17/11/2020;8058;111
128;17/11/2020;4346;111
130;17/11/2020;6778;111
120;17/11/2020;2756;111
127;17/11/2020;4901;111
113;17/11/2020;3122;111
126;17/11/2020;5260;111
139;17/11/2020;9749;111
111;17/12/2020;3512;81
137;17/12/2020;6695;81
140;17/12/2020;8507;81
124;17/12/2020;7983;81
129;17/12/2020;5563;81
112;17/12/2020;8990;81
142;17/12/2020;8677;81
140;17/02/2021;8566;19
117;17/02/2021;9685;19
135;17/02/2021;9850;19
144;17/02/2021;5932;19
119;17/02/2021;4272;19
115;17/02/2021;8406;19
123;17/02/2021;4336;19
128;17/02/2021;9862;19
134;17/02/2021;8416;19
132;17/02/2021;9602;19
131;17/02/2021;8578;19
125;17/02/2021;9528;19
108;17/09/2020;5787;172
132;17/09/2020;6778;172
120;17/09/2020;8186;172
132;17/09/2020;5309;172
117;17/09/2020;3930;172
119;17/09/2020;9861;172
122;17/09/2020;6223;172
131;17/09/2020;4437;172
110;17/09/2020;7909;172
127;17/09/2020;9160;172
124;17/09/2020;4638;172
108;17/09/2020;8801;172
129;17/09/2020;5943;172
143;17/09/2020;9605;172
125;17/09/2020;7854;172
138;17/09/2020;7723;172
122;18/01/2021;5093;49
141;18/01/2021;6953;49
131;18/01/2021;7123;49
125;18/01/2021;9855;49
117;18/01/2021;3074;49
120;18/01/2021;5153;49
113;18/01/2021;8524;49
123;18/01/2021;5620;49
129;18/01/2021;2783;49
153;18/01/2021;2778;49
106;18/01/2021;5915;49
135;18/01/2021;4291;49
103;18/01/2021;6945;49
115;18/10/2020;8342;141
132;18/10/2020;7633;141
137;18/10/2020;8875;141
134;18/10/2020;2709;141
140;18/10/2020;8926;141
114;18/10/2020;8438;141
134;18/10/2020;5830;141
126;18/10/2020;9359;141
123;18/10/2020;8498;141
123;18/10/2020;4676;141
119;18/10/2020;7180;141
122;18/10/2020;5966;141
124;18/10/2020;8671;141
126;18/10/2020;6523;141
129;18/11/2020;6699;110
113;18/11/2020;7034;110
114;18/11/2020;3666;110
131;18/11/2020;9807;110
118;18/11/2020;4787;110
130;18/11/2020;3609;110
118;18/11/2020;5428;110
116;18/11/2020;8947;110
110;18/11/2020;4421;110
120;18/11/2020;9318;110
136;18/11/2020;4846;110
122;18/11/2020;9014;110
122;18/11/2020;4323;110
123;18/11/2020;4803;110
105;18/11/2020;5834;110
125;18/11/2020;9712;110
135;18/12/2020;9696;80
115;18/12/2020;3941;80
133;18/12/2020;6738;80
118;18/12/2020;2533;80
134;18/12/2020;3322;80
133;18/12/2020;5192;80
136;18/12/2020;8064;80
105;18/12/2020;5326;80
123;18/12/2020;3855;80
134;18/12/2020;9847;80
123;18/12/2020;7079;80
105;18/12/2020;8487;80
113;18/12/2020;8794;80
135;18/12/2020;4854;80
122;18/12/2020;9724;80
122;18/02/2021;6285;18
128;18/02/2021;6689;18
122;18/02/2021;8878;18
125;18/02/2021;4097;18
136;18/02/2021;8013;18
122;18/02/2021;7146;18
132;18/02/2021;3009;18
118;18/02/2021;2843;18
138;18/02/2021;3668;18
141;18/02/2021;5723;18
133;18/02/2021;2954;18
128;18/02/2021;9596;18
126;18/02/2021;6004;18
116;18/09/2020;6484;171
132;18/09/2020;6981;171
127;18/09/2020;3700;171
113;18/09/2020;5396;171
116;18/09/2020;4457;171
136;18/09/2020;8635;171
134;18/09/2020;9637;171
120;18/09/2020;4746;171
122;18/09/2020;6118;171
124;18/09/2020;4165;171
131;18/09/2020;9655;171
111;18/09/2020;5606;171
125;18/09/2020;9554;171
125;18/09/2020;6410;171
140;18/09/2020;8800;171
144;19/01/2021;9642;48
110;19/01/2021;4780;48
122;19/01/2021;6027;48
128;19/01/2021;9428;48
129;19/01/2021;5267;48
142;19/01/2021;9652;48
134;19/01/2021;3959;48
128;19/01/2021;7831;48
134;19/01/2021;7144;48
123;19/01/2021;2912;48
124;19/01/2021;6977;48
122;19/01/2021;7436;48
130;19/01/2021;5914;48
129;19/01/2021;8692;48
139;19/01/2021;3440;48
139;19/10/2020;5254;140
112;19/10/2020;3527;140
130;19/10/2020;3357;140
126;19/10/2020;4851;140
141;19/10/2020;8006;140
130;19/10/2020;6421;140
130;19/10/2020;9624;140
116;19/10/2020;6771;140
113;19/10/2020;3287;140
109;19/10/2020;3784;140
124;19/11/2020;4795;109
113;19/11/2020;3444;109
117;19/11/2020;8989;109
102;19/11/2020;5794;109
118;19/11/2020;5264;109
119;19/11/2020;6915;109
138;19/11/2020;2513;109
132;19/12/2020;7061;79
129;19/12/2020;7658;79
137;19/12/2020;6193;79
122;19/12/2020;5669;79
122;19/12/2020;2773;79
97;19/12/2020;9582;79
127;19/12/2020;4088;79
108;19/12/2020;8108;79
114;19/12/2020;5366;79
139;19/12/2020;3006;79
131;19/12/2020;2754;79
115;19/12/2020;6617;79
132;19/12/2020;5949;79
132;19/12/2020;8395;79
129;19/12/2020;8019;79
106;19/12/2020;8534;79
119;19/12/2020;3339;79
134;19/12/2020;2867;79
104;19/12/2020;8751;79
103;19/02/2021;6550;17
134;19/02/2021;5031;17
124;19/02/2021;3102;17
121;19/02/2021;9594;17
147;19/02/2021;6847;17
125;19/02/2021;9620;17
119;19/02/2021;4354;17
134;19/02/2021;2994;17
127;19/09/2020;8119;170
124;19/09/2020;3842;170
133;19/09/2020;9431;170
144;19/09/2020;5915;170
123;19/09/2020;6826;170
129;19/09/2020;6630;170
127;19/09/2020;8390;170
135;19/09/2020;8424;170
130;19/09/2020;2465;170
133;19/09/2020;8953;170
117;19/09/2020;8198;170
126;19/09/2020;2517;170
118;2/01/2021;3917;65
129;2/01/2021;5404;65
114;2/01/2021;5356;65
138;2/01/2021;2974;65
107;2/01/2021;6534;65
127;2/01/2021;5133;65
115;2/10/2020;6965;157
124;2/10/2020;7748;157
132;2/10/2020;5841;157
119;2/10/2020;7513;157
121;2/10/2020;4714;157
124;2/10/2020;8077;157
104;2/10/2020;4074;157
125;2/10/2020;9425;157
108;2/10/2020;7179;157
107;2/10/2020;2993;157
128;2/10/2020;4925;157
135;2/10/2020;9255;157
132;2/10/2020;5454;157
108;2/10/2020;9690;157
122;2/11/2020;6207;126
135;2/11/2020;2523;126
133;2/11/2020;4663;126
127;2/11/2020;6828;126
129;2/11/2020;6801;126
131;2/11/2020;3090;126
124;2/11/2020;7985;126
130;2/11/2020;2551;126
134;2/11/2020;7894;126
131;2/11/2020;8924;126
125;2/11/2020;9456;126
118;2/12/2020;6141;96
134;2/12/2020;8136;96
113;2/12/2020;4107;96
114;2/12/2020;8180;96
105;2/12/2020;6462;96
130;2/12/2020;7921;96
121;2/12/2020;8402;96
124;2/12/2020;7864;96
116;2/12/2020;9501;96
110;2/12/2020;9286;96
129;2/12/2020;5685;96
123;2/12/2020;7320;96
126;2/12/2020;9053;96
138;2/12/2020;4753;96
140;2/12/2020;6437;96
138;2/12/2020;9013;96
116;2/12/2020;6810;96
115;2/12/2020;6474;96
136;2/02/2021;9758;34
143;2/02/2021;9729;34
140;2/02/2021;7189;34
145;2/02/2021;5530;34
125;2/02/2021;8735;34
124;2/02/2021;4701;34
129;2/02/2021;4437;34
118;2/02/2021;8429;34
121;2/02/2021;5973;34
115;2/02/2021;3251;34
126;2/02/2021;6167;34
130;2/03/2021;9227;6
130;2/03/2021;5006;6
137;2/03/2021;9226;6
135;2/03/2021;6089;6
108;2/03/2021;8476;6
131;2/03/2021;3185;6
113;2/03/2021;7131;6
127;2/03/2021;6380;6
106;2/03/2021;5974;6
141;2/03/2021;3284;6
125;2/03/2021;5761;6
131;2/03/2021;9485;6
120;2/03/2021;8289;6
121;2/03/2021;8160;6
125;2/03/2021;9717;6
144;2/03/2021;3356;6
124;2/03/2021;2858;6
121;2/03/2021;9539;6
129;2/09/2020;6612;187
129;2/09/2020;8288;187
145;2/09/2020;8878;187
134;2/09/2020;8674;187
128;2/09/2020;2576;187
118;2/09/2020;5134;187
128;2/09/2020;6928;187
128;2/09/2020;8880;187
131;2/09/2020;2813;187
124;2/09/2020;7520;187
125;2/09/2020;9388;187
122;2/09/2020;6197;187
134;20/01/2021;9657;47
147;20/01/2021;6680;47
124;20/01/2021;4355;47
134;20/01/2021;9827;47
119;20/01/2021;6473;47
129;20/01/2021;8600;47
127;20/01/2021;5056;47
117;20/01/2021;4132;47
124;20/01/2021;8110;47
125;20/01/2021;3920;47
140;20/01/2021;6808;47
107;20/01/2021;6793;47
126;20/01/2021;5806;47
109;20/01/2021;3527;47
119;20/10/2020;3713;139
149;20/10/2020;4752;139
127;20/10/2020;6407;139
127;20/10/2020;2520;139
136;20/10/2020;9360;139
119;20/10/2020;5738;139
127;20/10/2020;8556;139
118;20/10/2020;4671;139
130;20/11/2020;7429;108
121;20/11/2020;3527;108
116;20/11/2020;9313;108
114;20/11/2020;5018;108
110;20/11/2020;5628;108
114;20/11/2020;8148;108
127;20/11/2020;6530;108
124;20/11/2020;6638;108
147;20/11/2020;5100;108
130;20/11/2020;9235;108
134;20/11/2020;4320;108
117;20/11/2020;7395;108
