Id_cliente;FECHA EFECTIVA;Id_tx;DIAS COMPRA ;codigo unico
126;15/09/2020;8475;174;1481
128;4/10/2020;8475;155;1482
124;31/10/2020;8471;128;1483
128;26/11/2020;8470;102;1484
122;15/01/2021;8469;52;1485
119;14/02/2021;8468;22;1486
127;21/01/2021;8467;46;1487
114;27/02/2021;8459;9;1488
136;23/11/2020;8457;105;1489
132;5/11/2020;8456;123;1490
127;6/10/2020;8450;153;1491
133;28/09/2020;8448;161;1492
134;21/12/2020;8446;77;1493
143;10/02/2021;8442;26;1494
153;30/12/2020;8439;68;1495
103;12/01/2021;8438;55;1496
114;18/10/2020;8438;141;1497
126;12/09/2020;8435;177;1498
136;27/02/2021;8435;9;1499
118;2/02/2021;8429;34;1500
137;25/09/2020;8429;164;1501
136;23/09/2020;8427;166;1502
135;19/09/2020;8424;170;1503
119;11/12/2020;8420;87;1504
120;12/09/2020;8417;177;1505
134;17/02/2021;8416;19;1506
152;30/10/2020;8415;129;1507
97;21/12/2020;8412;77;1508
126;28/09/2020;8407;161;1509
115;17/02/2021;8406;19;1510
120;3/09/2020;8403;186;1511
121;2/12/2020;8402;96;1512
132;19/12/2020;8395;79;1513
127;19/09/2020;8390;170;1514
132;28/11/2020;8388;100;1515
131;7/11/2020;8386;121;1516
138;11/12/2020;8385;87;1517
121;27/09/2020;8379;162;1518
112;15/01/2021;8376;52;1519
126;25/02/2021;8375;11;1520
118;27/09/2020;8374;162;1521
106;28/12/2020;8370;70;1522
120;15/10/2020;8366;144;1523
114;16/01/2021;8365;51;1524
126;3/10/2020;8362;156;1525
128;9/01/2021;8357;58;1526
125;8/09/2020;8343;181;1527
115;18/10/2020;8342;141;1528
123;23/11/2020;8336;105;1529
129;21/02/2021;8335;15;1530
128;24/02/2021;8335;12;1531
133;6/10/2020;8335;153;1532
121;11/12/2020;8334;87;1533
110;13/11/2020;8331;115;1534
136;3/03/2021;8327;5;1535
134;23/11/2020;8325;105;1536
122;13/12/2020;8324;85;1537
130;8/11/2020;8320;120;1538
130;10/09/2020;8313;179;1539
128;26/12/2020;8310;72;1540
117;21/11/2020;8302;107;1541
145;23/02/2021;8300;13;1542
136;29/09/2020;8297;160;1543
122;6/10/2020;8296;153;1544
131;13/11/2020;8293;115;1545
141;6/10/2020;8293;153;1546
114;24/11/2020;8292;104;1547
127;22/10/2020;8291;137;1548
120;2/03/2021;8289;6;1549
129;2/09/2020;8288;187;1550
111;29/11/2020;8286;99;1551
139;28/02/2021;8284;8;1552
144;24/12/2020;8278;74;1553
141;23/01/2021;8276;44;1554
110;14/10/2020;8274;145;1555
130;24/02/2021;8273;12;1556
145;16/12/2020;8272;82;1557
123;9/11/2020;8269;119;1558
129;29/10/2020;8265;130;1559
121;29/12/2020;8264;69;1560
104;21/11/2020;8256;107;1561
120;5/10/2020;8256;154;1562
152;15/11/2020;8254;113;1563
126;30/12/2020;8252;68;1564
152;15/12/2020;8249;83;1565
128;20/02/2021;8241;16;1566
129;16/01/2021;8239;51;1567
132;30/11/2020;8237;98;1568
145;23/12/2020;8236;75;1569
131;7/11/2020;8236;121;1570
123;27/09/2020;8233;162;1571
103;6/11/2020;8231;122;1572
147;21/11/2020;8230;107;1573
132;21/02/2021;8205;15;1574
137;23/10/2020;8200;136;1575
117;19/09/2020;8198;170;1576
128;23/02/2021;8193;13;1577
120;1/02/2021;8190;35;1578
137;16/02/2021;8190;20;1579
123;11/09/2020;8188;178;1580
130;31/01/2021;8187;36;1581
120;17/09/2020;8186;172;1582
145;22/09/2020;8186;167;1583
133;6/11/2020;8185;122;1584
123;8/12/2020;8184;90;1585
112;11/12/2020;8182;87;1586
114;2/12/2020;8180;96;1587
135;23/12/2020;8179;75;1588
134;16/02/2021;8178;20;1589
131;4/10/2020;8177;155;1590
123;14/10/2020;8171;145;1591
150;8/10/2020;8170;151;1592
130;6/11/2020;8169;122;1593
127;20/11/2020;8168;108;1594
111;24/09/2020;8167;165;1595
139;8/10/2020;8167;151;1596
108;5/03/2021;8161;3;1597
121;2/03/2021;8160;6;1598
133;10/02/2021;8153;26;1599
142;20/09/2020;8153;169;1600
125;13/12/2020;8148;85;1601
114;20/11/2020;8148;108;1602
113;31/12/2020;8145;67;1603
120;28/12/2020;8144;70;1604
107;15/09/2020;8140;174;1605
119;16/12/2020;8137;82;1606
134;2/12/2020;8136;96;1607
138;27/11/2020;8136;101;1608
127;22/01/2021;8134;45;1609
118;23/02/2021;8133;13;1610
118;23/10/2020;8130;136;1611
134;3/02/2021;8130;33;1612
127;19/09/2020;8119;170;1613
119;26/10/2020;8114;133;1614
124;11/09/2020;8110;178;1615
124;20/01/2021;8110;47;1616
128;6/11/2020;8110;122;1617
107;9/10/2020;8109;150;1618
108;19/12/2020;8108;79;1619
130;10/09/2020;8102;179;1620
120;8/09/2020;8101;181;1621
133;7/11/2020;8091;121;1622
126;21/09/2020;8090;168;1623
121;6/11/2020;8088;122;1624
114;5/11/2020;8087;123;1625
126;22/02/2021;8078;14;1626
124;2/10/2020;8077;157;1627
145;23/02/2021;8073;13;1628
137;13/12/2020;8072;85;1629
119;12/12/2020;8070;86;1630
136;18/12/2020;8064;80;1631
133;31/01/2021;8062;36;1632
136;5/01/2021;8062;62;1633
120;6/11/2020;8059;122;1634
119;17/11/2020;8058;111;1635
129;13/12/2020;8056;85;1636
123;9/12/2020;8056;89;1637
128;8/12/2020;8049;90;1638
121;9/11/2020;8046;119;1639
128;8/12/2020;8044;90;1640
123;7/02/2021;8043;29;1641
113;5/01/2021;8039;62;1642
136;23/09/2020;8033;166;1643
123;28/11/2020;8029;100;1644
143;28/09/2020;8026;161;1645
108;12/11/2020;8022;116;1646
119;9/11/2020;8021;119;1647
129;19/12/2020;8019;79;1648
136;18/02/2021;8013;18;1649
142;28/11/2020;8013;100;1650
107;29/09/2020;8013;160;1651
126;6/09/2020;8009;183;1652
141;19/10/2020;8006;140;1653
127;3/01/2021;8003;64;1654
117;3/11/2020;8002;125;1655
126;15/02/2021;8001;21;1656
118;6/10/2020;8001;153;1657
117;30/12/2020;7999;68;1658
128;15/10/2020;7991;144;1659
124;2/11/2020;7985;126;1660
124;17/12/2020;7983;81;1661
136;20/11/2020;7983;108;1662
130;3/09/2020;7983;186;1663
133;16/11/2020;7981;112;1664
146;6/03/2021;7971;2;1665
127;5/11/2020;7970;123;1666
120;26/11/2020;7959;102;1667
135;4/10/2020;7958;155;1668
148;28/11/2020;7957;100;1669
118;12/10/2020;7954;147;1670
118;21/11/2020;7954;107;1671
119;21/11/2020;7953;107;1672
130;16/02/2021;7951;20;1673
134;29/12/2020;7943;69;1674
137;27/01/2021;7939;40;1675
126;26/01/2021;7936;41;1676
121;13/12/2020;7926;85;1677
123;11/12/2020;7925;87;1678
135;20/12/2020;7925;78;1679
116;23/11/2020;7922;105;1680
130;2/12/2020;7921;96;1681
154;27/12/2020;7920;71;1682
108;9/02/2021;7911;27;1683
129;14/09/2020;7909;175;1684
110;17/09/2020;7909;172;1685
137;4/11/2020;7909;124;1686
119;6/03/2021;7905;2;1687
113;26/12/2020;7895;72;1688
134;2/11/2020;7894;126;1689
110;29/12/2020;7891;69;1690
147;13/12/2020;7888;85;1691
122;21/09/2020;7886;168;1692
133;21/10/2020;7885;138;1693
138;14/11/2020;7884;114;1694
129;10/02/2021;7883;26;1695
150;10/10/2020;7879;149;1696
106;9/12/2020;7877;89;1697
115;29/01/2021;7871;38;1698
127;22/01/2021;7869;45;1699
135;14/12/2020;7868;84;1700
124;2/12/2020;7864;96;1701
110;28/01/2021;7861;39;1702
129;28/11/2020;7859;100;1703
104;25/10/2020;7858;134;1704
120;25/02/2021;7858;11;1705
125;17/09/2020;7854;172;1706
109;3/11/2020;7851;125;1707
128;27/11/2020;7848;101;1708
122;27/02/2021;7846;9;1709
132;10/02/2021;7842;26;1710
115;12/02/2021;7839;24;1711
118;9/10/2020;7838;150;1712
111;8/02/2021;7837;28;1713
110;1/09/2020;7834;188;1714
124;6/02/2021;7834;30;1715
118;9/09/2020;7832;180;1716
128;19/01/2021;7831;48;1717
131;6/01/2021;7830;61;1718
122;15/10/2020;7828;144;1719
123;23/02/2021;7828;13;1720
138;12/12/2020;7820;86;1721
125;24/11/2020;7813;104;1722
119;11/12/2020;7806;87;1723
124;9/11/2020;7806;119;1724
126;16/11/2020;7801;112;1725
120;26/02/2021;7801;10;1726
111;16/12/2020;7796;82;1727
103;17/01/2021;7787;50;1728
133;29/09/2020;7783;160;1729
118;29/01/2021;7781;38;1730
129;28/02/2021;7778;8;1731
143;23/11/2020;7776;105;1732
127;15/02/2021;7765;21;1733
133;21/11/2020;7764;107;1734
131;14/02/2021;7761;22;1735
147;20/02/2021;7758;16;1736
104;27/12/2020;7758;71;1737
124;2/10/2020;7748;157;1738
110;27/10/2020;7748;132;1739
150;29/10/2020;7745;130;1740
128;30/12/2020;7742;68;1741
125;21/02/2021;7739;15;1742
136;21/11/2020;7730;107;1743
127;27/02/2021;7727;9;1744
138;17/09/2020;7723;172;1745
114;14/10/2020;7722;145;1746
126;22/12/2020;7722;76;1747
125;24/10/2020;7720;135;1748
126;5/11/2020;7719;123;1749
111;15/02/2021;7717;21;1750
119;27/10/2020;7714;132;1751
157;4/12/2020;7713;94;1752
137;21/01/2021;7705;46;1753
117;30/01/2021;7704;37;1754
128;29/09/2020;7695;160;1755
159;8/11/2020;7693;120;1756
123;17/10/2020;7690;142;1757
139;4/02/2021;7685;32;1758
121;4/11/2020;7684;124;1759
127;24/02/2021;7681;12;1760
125;30/11/2020;7681;98;1761
120;8/11/2020;7679;120;1762
121;28/12/2020;7675;70;1763
136;1/03/2021;7674;7;1764
132;9/02/2021;7674;27;1765
119;5/11/2020;7673;123;1766
121;28/10/2020;7672;131;1767
117;15/12/2020;7671;83;1768
133;11/10/2020;7667;148;1769
147;24/11/2020;7664;104;1770
129;19/12/2020;7658;79;1771
113;3/10/2020;7652;156;1772
127;10/10/2020;7645;149;1773
132;18/10/2020;7633;141;1774
125;22/12/2020;7632;76;1775
145;1/02/2021;7627;35;1776
133;11/12/2020;7626;87;1777
115;5/12/2020;7625;93;1778
130;20/09/2020;7622;169;1779
120;22/01/2021;7622;45;1780
137;27/09/2020;7607;162;1781
138;28/09/2020;7603;161;1782
137;30/01/2021;7597;37;1783
128;4/01/2021;7597;63;1784
131;5/03/2021;7594;3;1785
129;15/10/2020;7593;144;1786
117;22/01/2021;7592;45;1787
112;26/02/2021;7592;10;1788
138;11/12/2020;7590;87;1789
145;11/12/2020;7583;87;1790
102;8/02/2021;7582;28;1791
144;4/01/2021;7581;63;1792
108;8/09/2020;7572;181;1793
138;6/03/2021;7562;2;1794
127;24/01/2021;7559;43;1795
125;12/10/2020;7556;147;1796
129;13/12/2020;7555;85;1797
133;1/03/2021;7544;7;1798
129;3/02/2021;7544;33;1799
123;30/10/2020;7541;129;1800
124;8/10/2020;7537;151;1801
123;10/11/2020;7536;118;1802
122;29/10/2020;7529;130;1803
121;30/10/2020;7529;129;1804
113;17/11/2020;7521;111;1805
143;7/01/2021;7521;60;1806
124;2/09/2020;7520;187;1807
114;28/11/2020;7516;100;1808
119;2/10/2020;7513;157;1809
112;22/11/2020;7513;106;1810
121;10/12/2020;7501;88;1811
134;29/11/2020;7496;99;1812
124;16/10/2020;7484;143;1813
139;7/02/2021;7484;29;1814
128;28/10/2020;7482;131;1815
126;27/10/2020;7481;132;1816
132;23/11/2020;7478;105;1817
