Id_tx;clase; valor 
6316;COMPRA; $ 70.000 
7454;COMPRA; $ 561.458 
5669;COMPRA; $ 483.950 
4712;AVANCE; $ 600.000 
9465;COMPRA; $ 297.105 
7592;COMPRA; $ 20.856 
3891;AVANCE; $ 800.000 
2789;COMPRA; $ 57.150 
2648;COMPRA; $ 80.000 
9746;AVANCE; $ 350.000 
8831;COMPRA; $ 167.310 
9453;COMPRA; $ 8.137 
7983;COMPRA; $ 1.468.057 
8187;COMPRA; $ 427.522 
9469;COMPRA; $ 172.642 
9400;COMPRA; $ 40.000 
4430;COMPRA; $ 1.248.132 
9642;COMPRA; $ 1.420.000 
6129;AVANCE; $ 300.000 
6059;COMPRA; $ 6.100 
3405;AVANCE; $ 170.000 
3045;COMPRA; $ 36.470 
7281;COMPRA; $ 39.502 
3205;COMPRA; $ 120.000 
3551;AVANCE; $ 600.000 
4415;AVANCE; $ 800.000 
4509;COMPRA; $ 111.750 
3348;AVANCE; $ 800.000 
9777;COMPRA; $ 76.000 
2895;COMPRA; $ 125.825 
8342;COMPRA; $ 186.150 
3123;COMPRA; $ 1.446.596 
6668;COMPRA; $ 14.900 
3588;COMPRA; $ 91.050 
4953;COMPRA; $ 1.979.000 
4470;COMPRA; $ 26.900 
4971;COMPRA; $ 77.990 
5841;COMPRA; $ 97.550 
4603;COMPRA; $ 154.240 
8456;AVANCE; $ 128.000 
4306;COMPRA; $ 18.820 
7592;COMPRA; $ 507.000 
3651;COMPRA; $ 600.323 
7885;COMPRA; $ 16.900 
4792;COMPRA; $ 69.913 
7719;COMPRA; $ 254.119 
7093;COMPRA; $ 176.194 
8597;COMPRA; $ 27.590 
3749;COMPRA; $ 146.785 
5562;COMPRA; $ 50.000 
4179;COMPRA; $ 94.900 
8239;COMPRA; $ 16.300 
2667;COMPRA; $ 38.900 
4650;COMPRA; $ 259.000 
4208;AVANCE; $ 450.000 
9787;COMPRA; $ 104.753 
3238;COMPRA; $ 54.950 
3572;AVANCE; $ 220.000 
8233;COMPRA; $ 168.730 
6890;COMPRA; $ 30.450 
7714;AVANCE; $ 100.000 
6126;COMPRA; $ 127.240 
3148;AVANCE; $ 100.000 
7672;COMPRA; $ 28.025 
2850;COMPRA; $ 305.355 
3549;AVANCE; $ 150.000 
6214;COMPRA; $ 110.000 
3922;COMPRA; $ 65.552 
9858;COMPRA; $ 554.070 
6871;COMPRA; $ 1.727.700 
4411;COMPRA; $ 27.540 
3758;AVANCE; $ 800.000 
4329;COMPRA; $ 778.000 
2739;COMPRA; $ 277.000 
9474;COMPRA; $ 134.700 
5839;COMPRA; $ 325.131 
7113;COMPRA; $ 51.043 
2534;AVANCE; $ 600.000 
5827;COMPRA; $ 17.150 
4713;COMPRA; $ 141.418 
5093;COMPRA; $ 1.231.000 
7909;AVANCE; $ 500.000 
6110;COMPRA; $ 428.830 
2523;COMPRA; $ 128.919 
2544;COMPRA; $ 715.075 
3106;COMPRA; $ 73.584 
3449;COMPRA; $ 56.520 
4213;COMPRA; $ 301.319 
4780;AVANCE; $ 600.000 
3279;COMPRA; $ 15.100 
2793;COMPRA; $ 1.050.870 
3823;COMPRA; $ 59.782 
7521;COMPRA; $ 190.500 
3348;AVANCE; $ 300.000 
4541;COMPRA; $ 23.900 
4258;COMPRA; $ 1.700.000 
4190;COMPRA; $ 159.408 
2638;COMPRA; $ 50.000 
3266;COMPRA; $ 62.900 
3929;AVANCE; $ 100.000 
9663;COMPRA; $ 39.500 
5282;COMPRA; $ 55.000 
4660;COMPRA; $ 569.900 
6512;COMPRA; $ 82.900 
5217;COMPRA; $ 28.100 
9424;COMPRA; $ 181.930 
6778;COMPRA; $ 2.578.843 
5841;COMPRA; $ 1.749.900 
8046;COMPRA; $ 320.117 
6634;COMPRA; $ 227.800 
6182;COMPRA; $ 47.930 
5000;COMPRA; $ 120.083 
2478;AVANCE; $ 400.000 
6667;COMPRA; $ 280.000 
3527;AVANCE; $ 800.000 
3023;COMPRA; $ 484.050 
3066;COMPRA; $ 120.009 
3663;COMPRA; $ 219.900 
5106;COMPRA; $ 50.000 
4044;AVANCE; $ 800.000 
8058;COMPRA; $ 22.704 
9100;COMPRA; $ 60.303 
6404;AVANCE; $ 100.000 
4198;COMPRA; $ 265.980 
7513;COMPRA; $ 67.900 
3326;COMPRA; $ 89.951 
7868;COMPRA; $ 2.741.841 
5006;AVANCE; $ 300.000 
9236;COMPRA; $ 1.900 
8654;COMPRA; $ 44.704 
3950;COMPRA; $ 119.924 
6406;COMPRA; $ 183.420 
5179;COMPRA; $ 38.820 
3357;COMPRA; $ 1.205.502 
8448;COMPRA; $ 17.200 
9615;COMPRA; $ 14.900 
7235;COMPRA; $ 61.500 
9286;COMPRA; $ 24.950 
5775;COMPRA; $ 110.218 
9498;COMPRA; $ 30.000 
9363;COMPRA; $ 234.840 
5851;COMPRA; $ 446.153 
5077;COMPRA; $ 1.067.980 
5855;AVANCE; $ 500.000 
7482;COMPRA; $ 14.120 
4607;COMPRA; $ 109.210 
9433;COMPRA; $ 212.920 
8403;AVANCE; $ 800.000 
6456;AVANCE; $ 400.000 
8609;AVANCE; $ 600.000 
8951;COMPRA; $ 33.681 
6312;COMPRA; $ 797.900 
2841;AVANCE; $ 20.000 
9738;COMPRA; $ 82.700 
6953;COMPRA; $ 140.480 
9212;COMPRA; $ 429.702 
9252;AVANCE; $ 15.000 
6071;COMPRA; $ 105.380 
4663;COMPRA; $ 410.230 
3145;COMPRA; $ 53.800 
9360;COMPRA; $ 8.888 
4843;COMPRA; $ 60.990 
5994;COMPRA; $ 21.530 
8269;COMPRA; $ 23.050 
7243;COMPRA; $ 326.000 
6988;COMPRA; $ 319.900 
6738;COMPRA; $ 43.480 
7481;AVANCE; $ 600.000 
3383;COMPRA; $ 10.282 
8742;COMPRA; $ 33.890 
3179;COMPRA; $ 26.600 
9090;COMPRA; $ 43.390 
5538;AVANCE; $ 800.000 
8013;COMPRA; $ 37.600 
7228;AVANCE; $ 400.000 
6071;COMPRA; $ 25.861 
9761;COMPRA; $ 17.642 
3537;COMPRA; $ 39.900 
3156;COMPRA; $ 3.000 
9732;COMPRA; $ 609.900 
8148;COMPRA; $ 80.242 
5175;COMPRA; $ 201.641 
8088;COMPRA; $ 15.261 
3146;AVANCE; $ 400.000 
6690;COMPRA; $ 150.000 
4571;AVANCE; $ 600.000 
4535;COMPRA; $ 130.800 
2912;AVANCE; $ 200.000 
6972;COMPRA; $ 30.000 
4249;COMPRA; $ 1.046.881 
7633;COMPRA; $ 33.700 
2506;COMPRA; $ 99.970 
7036;COMPRA; $ 859 
4068;AVANCE; $ 130.000 
8818;COMPRA; $ 20.295 
8056;COMPRA; $ 15.063 
7742;COMPRA; $ 111.789 
8838;COMPRA; $ 399.331 
3962;COMPRA; $ 27.900 
8256;COMPRA; $ 44.500 
6482;COMPRA; $ 3.425.985 
3082;COMPRA; $ 114.012 
5446;COMPRA; $ 582.453 
4935;COMPRA; $ 167.000 
3470;COMPRA; $ 37.900 
8954;COMPRA; $ 2.800 
5009;COMPRA; $ 242.700 
4843;COMPRA; $ 10.000 
6293;COMPRA; $ 157.144 
8278;COMPRA; $ 300.000 
3249;COMPRA; $ 53.408 
3772;COMPRA; $ 295.000 
4477;COMPRA; $ 98.700 
6560;COMPRA; $ 1.187.609 
9081;COMPRA; $ 405.700 
7248;COMPRA; $ 128.900 
9248;COMPRA; $ 2.800 
8635;COMPRA; $ 238.800 
3917;COMPRA; $ 167.113 
5818;COMPRA; $ 56.300 
4484;COMPRA; $ 223.000 
7429;COMPRA; $ 100.342 
4144;COMPRA; $ 4.557.640 
9737;COMPRA; $ 597.019 
3755;COMPRA; $ 235.547 
4391;COMPRA; $ 26.900 
8641;AVANCE; $ 120.000 
3015;COMPRA; $ 497.300 
6981;COMPRA; $ 28.147 
6330;COMPRA; $ 424.000 
8875;COMPRA; $ 92.000 
2491;AVANCE; $ 800.000 
3707;COMPRA; $ 26.900 
6357;COMPRA; $ 713.559 
2825;COMPRA; $ 48.000 
8523;COMPRA; $ 118.324 
2972;COMPRA; $ 180.000 
4457;COMPRA; $ 160.280 
3700;COMPRA; $ 63.901 
3527;COMPRA; $ 208.390 
4921;COMPRA; $ 32.180 
8335;COMPRA; $ 416.037 
3621;COMPRA; $ 22.900 
6285;COMPRA; $ 22.800 
8033;AVANCE; $ 70.000 
8519;COMPRA; $ 69.800 
2905;COMPRA; $ 609.700 
4851;COMPRA; $ 69.900 
5787;COMPRA; $ 16.900 
9178;COMPRA; $ 79.200 
7828;AVANCE; $ 600.000 
3333;COMPRA; $ 748.800 
7877;COMPRA; $ 33.317 
4647;COMPRA; $ 39.780 
6518;AVANCE; $ 300.000 
5083;COMPRA; $ 46.000 
6699;COMPRA; $ 87.039 
6576;COMPRA; $ 5.000 
3007;COMPRA; $ 79.950 
3770;COMPRA; $ 987.700 
6473;COMPRA; $ 44.000 
2631;COMPRA; $ 31.300 
5323;COMPRA; $ 366.317 
5652;COMPRA; $ 70.000 
7239;AVANCE; $ 400.000 
8101;COMPRA; $ 16.400 
3241;COMPRA; $ 699.900 
9111;COMPRA; $ 30.000 
3204;COMPRA; $ 160.300 
8521;AVANCE; $ 800.000 
8487;COMPRA; $ 118.814 
7076;COMPRA; $ 67.034 
5483;COMPRA; $ 2.348.384 
6141;AVANCE; $ 300.000 
7444;COMPRA; $ 497.376 
5974;COMPRA; $ 79.385 
8678;COMPRA; $ 2.800 
3511;COMPRA; $ 112.321 
9519;AVANCE; $ 100.000 
9334;COMPRA; $ 4.427.877 
9313;AVANCE; $ 100.000 
6277;COMPRA; $ 50.614 
2514;COMPRA; $ 139.934 
6444;COMPRA; $ 62.600 
3549;COMPRA; $ 1.058.100 
4108;COMPRA; $ 105.880 
9013;COMPRA; $ 679.930 
9256;COMPRA; $ 431.226 
4882;COMPRA; $ 31.700 
4610;AVANCE; $ 800.000 
5018;COMPRA; $ 270.279 
4635;AVANCE; $ 70.000 
5000;COMPRA; $ 90.010 
8859;COMPRA; $ 281.794 
8185;COMPRA; $ 60.000 
6791;COMPRA; $ 3.958.300 
6286;AVANCE; $ 100.000 
7529;COMPRA; $ 799.995 
5245;COMPRA; $ 27.850 
4430;COMPRA; $ 22.946 
5084;COMPRA; $ 4.440 
3297;AVANCE; $ 700.000 
4883;COMPRA; $ 109.160 
7859;COMPRA; $ 28.450 
3214;AVANCE; $ 300.000 
2871;COMPRA; $ 60.800 
8550;COMPRA; $ 1.199.900 
9093;COMPRA; $ 20.400 
7195;COMPRA; $ 426.240 
4752;COMPRA; $ 139.900 
4843;COMPRA; $ 38.300 
5217;COMPRA; $ 915.745 
6178;AVANCE; $ 200.000 
4985;COMPRA; $ 227.430 
7704;COMPRA; $ 190.500 
5669;COMPRA; $ 70.600 
5087;COMPRA; $ 52.201 
6139;COMPRA; $ 41.930 
8821;COMPRA; $ 33.375 
8928;COMPRA; $ 320.850 
4200;COMPRA; $ 131.800 
3424;COMPRA; $ 20.700 
3077;COMPRA; $ 20 
5232;COMPRA; $ 183.725 
5562;COMPRA; $ 553.905 
8056;AVANCE; $ 800.000 
4957;COMPRA; $ 1.223.966 
6689;COMPRA; $ 121.003 
2833;COMPRA; $ 26.900 
6369;COMPRA; $ 312.910 
8136;COMPRA; $ 18.800 
7129;COMPRA; $ 1.709.829 
6141;COMPRA; $ 55.744 
7820;COMPRA; $ 412.910 
5136;COMPRA; $ 38.288 
5101;COMPRA; $ 558.957 
4742;COMPRA; $ 71.379 
5190;COMPRA; $ 69.000 
4600;COMPRA; $ 374.925 
7123;AVANCE; $ 500.000 
5193;AVANCE; $ 800.000 
7806;COMPRA; $ 3.000 
8335;COMPRA; $ 161.500 
9155;COMPRA; $ 23.800 
3330;COMPRA; $ 51.300 
5644;COMPRA; $ 190.000 
3521;COMPRA; $ 151.630 
5572;AVANCE; $ 800.000 
3544;COMPRA; $ 39.900 
9639;COMPRA; $ 16.500 
8770;COMPRA; $ 30.500 
6932;COMPRA; $ 37.427 
8535;AVANCE; $ 800.000 
8072;COMPRA; $ 70.700 
4599;COMPRA; $ 177.579 
8633;AVANCE; $ 200.000 
7350;COMPRA; $ 36.978 
6280;COMPRA; $ 86.729 
7501;COMPRA; $ 35.380 
6726;COMPRA; $ 140.000 
6405;COMPRA; $ 32.040 
4361;AVANCE; $ 200.000 
5628;AVANCE; $ 400.000 
3133;COMPRA; $ 736.451 
7925;COMPRA; $ 74.800 
6550;AVANCE; $ 600.000 
7681;COMPRA; $ 44.900 
3922;COMPRA; $ 116.034 
4582;COMPRA; $ 98.100 
9580;COMPRA; $ 160.965 
7813;COMPRA; $ 27.900 
6875;COMPRA; $ 36.500 
5590;COMPRA; $ 32.900 
5396;COMPRA; $ 45.039 
5994;COMPRA; $ 19.800 
9230;COMPRA; $ 24.900 
4660;COMPRA; $ 80.000 
3448;COMPRA; $ 147.977 
9352;COMPRA; $ 72.485 
4336;AVANCE; $ 100.000 
3185;COMPRA; $ 115.641 
2932;COMPRA; $ 72.150 
2933;COMPRA; $ 13.990 
8334;COMPRA; $ 33.880 
7121;AVANCE; $ 800.000 
5192;COMPRA; $ 92.910 
9647;COMPRA; $ 31.210 
6695;COMPRA; $ 8.900 
3987;COMPRA; $ 1.779.900 
3917;COMPRA; $ 69.631 
5696;COMPRA; $ 10.309 
9002;COMPRA; $ 39.990 
9850;COMPRA; $ 155.799 
4714;AVANCE; $ 550.000 
3441;COMPRA; $ 117.900 
5848;COMPRA; $ 2.800 
5932;COMPRA; $ 82.571 
3438;COMPRA; $ 288.576 
8236;COMPRA; $ 26.900 
3951;COMPRA; $ 2.800 
6825;AVANCE; $ 200.000 
9851;COMPRA; $ 164.900 
3474;AVANCE; $ 150.000 
7024;COMPRA; $ 9.917 
6657;COMPRA; $ 23.900 
2709;COMPRA; $ 127.238 
9390;AVANCE; $ 600.000 
8077;COMPRA; $ 1.737.210 
6229;AVANCE; $ 800.000 
4457;COMPRA; $ 389.900 
6193;COMPRA; $ 93.632 
6612;COMPRA; $ 11.535 
7222;COMPRA; $ 214.130 
4855;COMPRA; $ 27.900 
3688;COMPRA; $ 394.850 
3484;COMPRA; $ 368.920 
5849;COMPRA; $ 28.700 
6133;COMPRA; $ 2.199.410 
7282;COMPRA; $ 1.904.900 
7622;COMPRA; $ 169.040 
6466;AVANCE; $ 600.000 
2688;COMPRA; $ 172.900 
6027;AVANCE; $ 500.000 
9167;COMPRA; $ 29.060 
2974;COMPRA; $ 59.500 
7241;COMPRA; $ 389.270 
6828;COMPRA; $ 11.675 
5113;COMPRA; $ 288.900 
8286;COMPRA; $ 1.998.000 
8852;COMPRA; $ 1.425.768 
9434;COMPRA; $ 373.200 
8186;COMPRA; $ 15.800 
7030;COMPRA; $ 86.400 
6468;COMPRA; $ 140 
9226;COMPRA; $ 1.093.800 
6508;COMPRA; $ 200.610 
4999;COMPRA; $ 61.400 
8663;COMPRA; $ 203.900 
2489;COMPRA; $ 27.221 
8109;COMPRA; $ 146.716 
5489;COMPRA; $ 29.900 
9294;AVANCE; $ 400.000 
6640;COMPRA; $ 154.929 
8507;AVANCE; $ 800.000 
7368;COMPRA; $ 14.485 
4659;COMPRA; $ 573.824 
4727;COMPRA; $ 87.630 
3444;COMPRA; $ 39.900 
3609;COMPRA; $ 200.000 
3333;COMPRA; $ 155.449 
7341;AVANCE; $ 741.000 
5309;COMPRA; $ 215.900 
6621;COMPRA; $ 178.483 
7943;COMPRA; $ 200.000 
9124;COMPRA; $ 49.900 
5928;COMPRA; $ 700.000 
5715;AVANCE; $ 60.000 
2971;COMPRA; $ 6.650 
2780;AVANCE; $ 550.000 
8357;COMPRA; $ 100.000 
6288;COMPRA; $ 856.840 
7842;COMPRA; $ 168.858 
4163;COMPRA; $ 82.740 
2620;COMPRA; $ 108.156 
7834;AVANCE; $ 700.000 
7685;COMPRA; $ 23.900 
9752;COMPRA; $ 45.010 
4968;COMPRA; $ 227.685 
8376;COMPRA; $ 14.900 
9022;COMPRA; $ 789.949 
6858;COMPRA; $ 143.800 
3572;COMPRA; $ 36.300 
4726;COMPRA; $ 93.602 
4073;COMPRA; $ 49.450 
5546;COMPRA; $ 50.000 
6089;COMPRA; $ 154.324 
7839;COMPRA; $ 145.900 
3023;COMPRA; $ 53.900 
9188;COMPRA; $ 1.631.780 
8517;COMPRA; $ 183.108 
2664;COMPRA; $ 266.600 
8926;AVANCE; $ 200.000 
3198;COMPRA; $ 2.004.831 
6083;COMPRA; $ 40.838 
4874;COMPRA; $ 76.186 
4349;AVANCE; $ 700.000 
9791;COMPRA; $ 41.549 
8476;COMPRA; $ 47.980 
2720;AVANCE; $ 800.000 
6332;COMPRA; $ 45.064 
4956;COMPRA; $ 757.600 
5031;AVANCE; $ 500.000 
3249;COMPRA; $ 387.390 
8578;COMPRA; $ 50.000 
7217;COMPRA; $ 359.220 
2898;AVANCE; $ 50.000 
6772;AVANCE; $ 42.000 
6427;AVANCE; $ 300.000 
5497;COMPRA; $ 563.672 
2844;COMPRA; $ 95.800 
5901;AVANCE; $ 400.000 
6755;COMPRA; $ 181.910 
7279;COMPRA; $ 472.502 
5519;COMPRA; $ 136.679 
3794;COMPRA; $ 3.045 
9657;COMPRA; $ 8.831 
8878;COMPRA; $ 53.212 
3659;COMPRA; $ 708.900 
5259;COMPRA; $ 36.000 
6857;COMPRA; $ 234.966 
3532;AVANCE; $ 500.000 
6247;COMPRA; $ 181.970 
7039;COMPRA; $ 1.293.675 
5562;COMPRA; $ 1.869.945 
8847;COMPRA; $ 2.152.590 
7679;COMPRA; $ 3.145.500 
3774;COMPRA; $ 35.740 
2512;COMPRA; $ 85.431 
3822;COMPRA; $ 231.755 
4909;COMPRA; $ 136.500 
3068;COMPRA; $ 111.162 
5419;COMPRA; $ 166.950 
8256;COMPRA; $ 260.335 
9855;COMPRA; $ 266.254 
6321;COMPRA; $ 38.900 
9043;COMPRA; $ 100.000 
6881;COMPRA; $ 554.185 
6583;COMPRA; $ 54.018 
3577;COMPRA; $ 49.600 
7269;COMPRA; $ 24.990 
6210;COMPRA; $ 14.900 
3149;COMPRA; $ 2.360.256 
6369;COMPRA; $ 396.144 
8439;COMPRA; $ 62.369 
8148;COMPRA; $ 347.880 
3609;COMPRA; $ 2.598.900 
3642;COMPRA; $ 487.509 
4238;COMPRA; $ 184.400 
3248;COMPRA; $ 638.000 
9221;COMPRA; $ 59.980 
4107;COMPRA; $ 1.406.480 
6041;COMPRA; $ 1.998.970 
8570;COMPRA; $ 169.647 
4384;COMPRA; $ 14.900 
8908;COMPRA; $ 699.900 
4547;AVANCE; $ 140.000 
9606;AVANCE; $ 600.000 
8130;COMPRA; $ 35.780 
8110;COMPRA; $ 300.000 
5828;AVANCE; $ 700.000 
8708;COMPRA; $ 200.000 
9098;COMPRA; $ 12.900 
5134;COMPRA; $ 1.059.900 
6640;COMPRA; $ 100.000 
2648;COMPRA; $ 123.010 
4346;COMPRA; $ 74.970 
8635;COMPRA; $ 109.209 
4647;COMPRA; $ 788.405 
9640;AVANCE; $ 800.000 
3930;AVANCE; $ 350.000 
4731;COMPRA; $ 62.067 
5201;COMPRA; $ 15.900 
8180;AVANCE; $ 800.000 
3906;AVANCE; $ 800.000 
8859;AVANCE; $ 400.000 
3291;AVANCE; $ 800.000 
9861;COMPRA; $ 499.950 
3810;COMPRA; $ 57.900 
9136;COMPRA; $ 23.450 
9682;COMPRA; $ 12.900 
5144;COMPRA; $ 699.900 
8450;COMPRA; $ 106.872 
7939;COMPRA; $ 41.200 
4952;COMPRA; $ 759.600 
2959;COMPRA; $ 86.410 
9042;COMPRA; $ 414.030 
5204;COMPRA; $ 26.900 
4949;COMPRA; $ 323.673 
2601;COMPRA; $ 106.350 
7034;AVANCE; $ 600.000 
3732;COMPRA; $ 215.223 
2835;AVANCE; $ 95.000 
5404;COMPRA; $ 186.900 
8754;COMPRA; $ 50.041 
7094;AVANCE; $ 100.000 
3237;COMPRA; $ 158.000 
7158;AVANCE; $ 400.000 
5929;AVANCE; $ 370.000 
4592;COMPRA; $ 1.114.402 
6982;AVANCE; $ 50.000 
3552;COMPRA; $ 170.000 
4378;AVANCE; $ 300.000 
4682;COMPRA; $ 165.929 
