Id_tx;clase;valor
4541;COMPRA;23900
4258;COMPRA;1700000
4190;COMPRA;159408
2638;COMPRA;50000
3266;COMPRA;62900
3929;AVANCE;100000
9663;COMPRA;39500
5282;COMPRA;55000
4660;COMPRA;569900
6512;COMPRA;82900
5217;COMPRA;28100
9424;COMPRA;181930
6778;COMPRA;2578843
5841;COMPRA;1749900
8046;COMPRA;320117
6634;COMPRA;227800
6182;COMPRA;47930
5000;COMPRA;120083
2478;AVANCE;400000
6667;COMPRA;280000
3527;AVANCE;800000
3023;COMPRA;484050
3066;COMPRA;120009
3663;COMPRA;219900
5106;COMPRA;50000
4044;AVANCE;800000
8058;COMPRA;22704
9100;COMPRA;60303
6404;AVANCE;100000
4198;COMPRA;265980
7513;COMPRA;67900
3326;COMPRA;89951
7868;COMPRA;2741841
5006;AVANCE;300000
9236;COMPRA;1900
8654;COMPRA;44704
3950;COMPRA;119924
6406;COMPRA;183420
5179;COMPRA;38820
3357;COMPRA;1205502
8448;COMPRA;17200
9615;COMPRA;14900
7235;COMPRA;61500
9286;COMPRA;24950
5775;COMPRA;110218
9498;COMPRA;30000
9363;COMPRA;234840
5851;COMPRA;446153
5077;COMPRA;1067980
5855;AVANCE;500000
7482;COMPRA;14120
4607;COMPRA;109210
9433;COMPRA;212920
8403;AVANCE;800000
6456;AVANCE;400000
8609;AVANCE;600000
8951;COMPRA;33681
6312;COMPRA;797900
2841;AVANCE;20000
9738;COMPRA;82700
6953;COMPRA;140480
9212;COMPRA;429702
9252;AVANCE;15000
6071;COMPRA;105380
4663;COMPRA;410230
3145;COMPRA;53800
9360;COMPRA;8888
4843;COMPRA;60990
5994;COMPRA;21530
8269;COMPRA;23050
7243;COMPRA;326000
6988;COMPRA;319900
6738;COMPRA;43480
7481;AVANCE;600000
3383;COMPRA;10282
8742;COMPRA;33890
3179;COMPRA;26600
9090;COMPRA;43390
5538;AVANCE;800000
8013;COMPRA;37600
7228;AVANCE;400000
6071;COMPRA;25861
9761;COMPRA;17642
3537;COMPRA;39900
3156;COMPRA;3000
9732;COMPRA;609900
8148;COMPRA;80242
5175;COMPRA;201641
8088;COMPRA;15261
3146;AVANCE;400000
6690;COMPRA;150000
4571;AVANCE;600000
4535;COMPRA;130800
2912;AVANCE;200000
6972;COMPRA;30000
4249;COMPRA;1046881
7633;COMPRA;33700
2506;COMPRA;99970
7036;COMPRA;859
4068;AVANCE;130000
8818;COMPRA;20295
8056;COMPRA;15063
7742;COMPRA;111789
8838;COMPRA;399331
3962;COMPRA;27900
8256;COMPRA;44500
6482;COMPRA;3425985
3082;COMPRA;114012
5446;COMPRA;582453
4935;COMPRA;167000
3470;COMPRA;37900
8954;COMPRA;2800
5009;COMPRA;242700
4843;COMPRA;10000
6293;COMPRA;157144
8278;COMPRA;300000
3249;COMPRA;53408
3772;COMPRA;295000
4477;COMPRA;98700
6560;COMPRA;1187609
9081;COMPRA;405700
7248;COMPRA;128900
9248;COMPRA;2800
8635;COMPRA;238800
3917;COMPRA;167113
5818;COMPRA;56300
4484;COMPRA;223000
7429;COMPRA;100342
4144;COMPRA;4557640
9737;COMPRA;597019
3755;COMPRA;235547
4391;COMPRA;26900
8641;AVANCE;120000
3015;COMPRA;497300
6981;COMPRA;28147
6330;COMPRA;424000
8875;COMPRA;92000
2491;AVANCE;800000
3707;COMPRA;26900
6357;COMPRA;713559
2825;COMPRA;48000
8523;COMPRA;118324
2972;COMPRA;180000
4457;COMPRA;160280
3700;COMPRA;63901
3527;COMPRA;208390
4921;COMPRA;32180
8335;COMPRA;416037
3621;COMPRA;22900
6285;COMPRA;22800
8033;AVANCE;70000
8519;COMPRA;69800
2905;COMPRA;609700
4851;COMPRA;69900
5787;COMPRA;16900
9178;COMPRA;79200
7828;AVANCE;600000
3333;COMPRA;748800
7877;COMPRA;33317
4647;COMPRA;39780
6518;AVANCE;300000
5083;COMPRA;46000
6699;COMPRA;87039
6576;COMPRA;5000
3007;COMPRA;79950
3770;COMPRA;987700
6473;COMPRA;44000
2631;COMPRA;31300
5323;COMPRA;366317
5652;COMPRA;70000
7239;AVANCE;400000
8101;COMPRA;16400
3241;COMPRA;699900
9111;COMPRA;30000
3204;COMPRA;160300
8521;AVANCE;800000
8487;COMPRA;118814
7076;COMPRA;67034
5483;COMPRA;2348384
6141;AVANCE;300000
7444;COMPRA;497376
5974;COMPRA;79385
8678;COMPRA;2800
3511;COMPRA;112321
9519;AVANCE;100000
9334;COMPRA;4427877
9313;AVANCE;100000
6277;COMPRA;50614
2514;COMPRA;139934
6444;COMPRA;62600
3549;COMPRA;1058100
4108;COMPRA;105880
9013;COMPRA;679930
9256;COMPRA;431226
4882;COMPRA;31700
4610;AVANCE;800000
5018;COMPRA;270279
4635;AVANCE;70000
5000;COMPRA;90010
8859;COMPRA;281794
8185;COMPRA;60000
6791;COMPRA;3958300
6286;AVANCE;100000
7529;COMPRA;799995
5245;COMPRA;27850
4430;COMPRA;22946
5084;COMPRA;4440
3297;AVANCE;700000
4883;COMPRA;109160
7859;COMPRA;28450
3214;AVANCE;300000
2871;COMPRA;60800
8550;COMPRA;1199900
9093;COMPRA;20400
7195;COMPRA;426240
4752;COMPRA;139900
4843;COMPRA;38300
5217;COMPRA;915745
6178;AVANCE;200000
4985;COMPRA;227430
7704;COMPRA;190500
5669;COMPRA;70600
5087;COMPRA;52201
6139;COMPRA;41930
8821;COMPRA;33375
8928;COMPRA;320850
4200;COMPRA;131800
3424;COMPRA;20700
3077;COMPRA;20
5232;COMPRA;183725
5562;COMPRA;553905
8056;AVANCE;800000
4957;COMPRA;1223966
6689;COMPRA;121003
2833;COMPRA;26900
6369;COMPRA;312910
8136;COMPRA;18800
7129;COMPRA;1709829
6141;COMPRA;55744
7820;COMPRA;412910
5136;COMPRA;38288
5101;COMPRA;558957
4742;COMPRA;71379
5190;COMPRA;69000
4600;COMPRA;374925
7123;AVANCE;500000
5193;AVANCE;800000
7806;COMPRA;3000
8335;COMPRA;161500
9155;COMPRA;23800
3330;COMPRA;51300
5644;COMPRA;190000
3521;COMPRA;151630
5572;AVANCE;800000
3544;COMPRA;39900
9639;COMPRA;16500
8770;COMPRA;30500
6932;COMPRA;37427
8535;AVANCE;800000
8072;COMPRA;70700
4599;COMPRA;177579
8633;AVANCE;200000
7350;COMPRA;36978
6280;COMPRA;86729
7501;COMPRA;35380
6726;COMPRA;140000
6405;COMPRA;32040
4361;AVANCE;200000
5628;AVANCE;400000
3133;COMPRA;736451
7925;COMPRA;74800
6550;AVANCE;600000
7681;COMPRA;44900
3922;COMPRA;116034
4582;COMPRA;98100
9580;COMPRA;160965
7813;COMPRA;27900
6875;COMPRA;36500
5590;COMPRA;32900
5396;COMPRA;45039
5994;COMPRA;19800
9230;COMPRA;24900
4660;COMPRA;80000
3448;COMPRA;147977
9352;COMPRA;72485
4336;AVANCE;100000
3185;COMPRA;115641
2932;COMPRA;72150
2933;COMPRA;13990
8334;COMPRA;33880
7121;AVANCE;800000
5192;COMPRA;92910
9647;COMPRA;31210
6695;COMPRA;8900
3987;COMPRA;1779900
3917;COMPRA;69631
5696;COMPRA;10309
9002;COMPRA;39990
9850;COMPRA;155799
4714;AVANCE;550000
3441;COMPRA;117900
5848;COMPRA;2800
5932;COMPRA;82571
3438;COMPRA;288576
8236;COMPRA;26900
3951;COMPRA;2800
6825;AVANCE;200000
9851;COMPRA;164900
3474;AVANCE;150000
7024;COMPRA;9917
6657;COMPRA;23900
2709;COMPRA;127238
9390;AVANCE;600000
8077;COMPRA;1737210
6229;AVANCE;800000
4457;COMPRA;389900
6193;COMPRA;93632
6612;COMPRA;11535
7222;COMPRA;214130
4855;COMPRA;27900
3688;COMPRA;394850
3484;COMPRA;368920
5849;COMPRA;28700
6133;COMPRA;2199410
7282;COMPRA;1904900
7622;COMPRA;169040
6466;AVANCE;600000
2688;COMPRA;172900
6027;AVANCE;500000
9167;COMPRA;29060
2974;COMPRA;59500
7241;COMPRA;389270
6828;COMPRA;11675
5113;COMPRA;288900
8286;COMPRA;1998000
8852;COMPRA;1425768
9434;COMPRA;373200
8186;COMPRA;15800
7030;COMPRA;86400
6468;COMPRA;140
9226;COMPRA;1093800
6508;COMPRA;200610
4999;COMPRA;61400
8663;COMPRA;203900
2489;COMPRA;27221
8109;COMPRA;146716
5489;COMPRA;29900
9294;AVANCE;400000
6640;COMPRA;154929
8507;AVANCE;800000
7368;COMPRA;14485
4659;COMPRA;573824
4727;COMPRA;87630
3444;COMPRA;39900
3609;COMPRA;200000
3333;COMPRA;155449
7341;AVANCE;741000
5309;COMPRA;215900
6621;COMPRA;178483
7943;COMPRA;200000
9124;COMPRA;49900
5928;COMPRA;700000
5715;AVANCE;60000
2971;COMPRA;6650
2780;AVANCE;550000
8357;COMPRA;100000
6288;COMPRA;856840
7842;COMPRA;168858
4163;COMPRA;82740
2620;COMPRA;108156
7834;AVANCE;700000
7685;COMPRA;23900
9752;COMPRA;45010
4968;COMPRA;227685
8376;COMPRA;14900
9022;COMPRA;789949
6858;COMPRA;143800
3572;COMPRA;36300
4726;COMPRA;93602
4073;COMPRA;49450
5546;COMPRA;50000
6089;COMPRA;154324
7839;COMPRA;145900
3023;COMPRA;53900
9188;COMPRA;1631780
8517;COMPRA;183108
2664;COMPRA;266600
8926;AVANCE;200000
3198;COMPRA;2004831
6083;COMPRA;40838
4874;COMPRA;76186
4349;AVANCE;700000
9791;COMPRA;41549
8476;COMPRA;47980
2720;AVANCE;800000
6332;COMPRA;45064
4956;COMPRA;757600
5031;AVANCE;500000
3249;COMPRA;387390
8578;COMPRA;50000
7217;COMPRA;359220
2898;AVANCE;50000
6772;AVANCE;42000
6427;AVANCE;300000
5497;COMPRA;563672
2844;COMPRA;95800
5901;AVANCE;400000
6755;COMPRA;181910
7279;COMPRA;472502
5519;COMPRA;136679
3794;COMPRA;3045
9657;COMPRA;8831
8878;COMPRA;53212
3659;COMPRA;708900
5259;COMPRA;36000
6857;COMPRA;234966
3532;AVANCE;500000
6247;COMPRA;181970
7039;COMPRA;1293675
5562;COMPRA;1869945
8847;COMPRA;2152590
7679;COMPRA;3145500
3774;COMPRA;35740
2512;COMPRA;85431
3822;COMPRA;231755
4909;COMPRA;136500
3068;COMPRA;111162
5419;COMPRA;166950
8256;COMPRA;260335
9855;COMPRA;266254
6321;COMPRA;38900
9043;COMPRA;100000
6881;COMPRA;554185
6583;COMPRA;54018
3577;COMPRA;49600
7269;COMPRA;24990
6210;COMPRA;14900
3149;COMPRA;2360256
6369;COMPRA;396144
8439;COMPRA;62369
8148;COMPRA;347880
3609;COMPRA;2598900
3642;COMPRA;487509
4238;COMPRA;184400
3248;COMPRA;638000
9221;COMPRA;59980
4107;COMPRA;1406480
6041;COMPRA;1998970
8570;COMPRA;169647
4384;COMPRA;14900
8908;COMPRA;699900
4547;AVANCE;140000
9606;AVANCE;600000
8130;COMPRA;35780
8110;COMPRA;300000
5828;AVANCE;700000
8708;COMPRA;200000
9098;COMPRA;12900
5134;COMPRA;1059900
6640;COMPRA;100000
2648;COMPRA;123010
4346;COMPRA;74970
8635;COMPRA;109209
4647;COMPRA;788405
9640;AVANCE;800000
3930;AVANCE;350000
4731;COMPRA;62067
5201;COMPRA;15900
8180;AVANCE;800000
3906;AVANCE;800000
8859;AVANCE;400000
3291;AVANCE;800000
9861;COMPRA;499950
3810;COMPRA;57900
9136;COMPRA;23450
9682;COMPRA;12900
5144;COMPRA;699900
8450;COMPRA;106872
7939;COMPRA;41200
4952;COMPRA;759600
2959;COMPRA;86410
9042;COMPRA;414030
5204;COMPRA;26900
4949;COMPRA;323673
2601;COMPRA;106350
7034;AVANCE;600000
3732;COMPRA;215223
2835;AVANCE;95000
5404;COMPRA;186900
8754;COMPRA;50041
7094;AVANCE;100000
3237;COMPRA;158000
7158;AVANCE;400000
5929;AVANCE;370000
4592;COMPRA;1114402
6982;AVANCE;50000
3552;COMPRA;170000
4378;AVANCE;300000
4682;COMPRA;165929
7858;COMPRA;79288
7478;COMPRA;163000
6022;AVANCE;200000
4139;AVANCE;500000
8062;COMPRA;26400
7796;COMPRA;1430947
9465;AVANCE;600000
3736;COMPRA;3184294
5696;COMPRA;3000000
6223;COMPRA;399500
5603;COMPRA;843514
9637;COMPRA;43769
9701;COMPRA;850000
7778;COMPRA;727944
4074;COMPRA;118030
6147;COMPRA;537133
4501;COMPRA;975939
6718;COMPRA;500000
3247;COMPRA;548580
6723;COMPRA;457907
5601;COMPRA;779522
9406;COMPRA;40142
6554;AVANCE;800000
8467;AVANCE;200000
5173;AVANCE;600000
8310;COMPRA;70000
7607;COMPRA;61572
2803;COMPRA;174572
6333;AVANCE;400000
5136;COMPRA;800000
4097;AVANCE;800000
7285;AVANCE;800000
6800;COMPRA;140340
8633;COMPRA;68600
5116;COMPRA;171159
4229;COMPRA;13100
8604;COMPRA;100320
4268;COMPRA;20600
8021;COMPRA;20000
3750;COMPRA;187994
8170;COMPRA;70720
9005;COMPRA;105646
7125;AVANCE;300000
6549;COMPRA;48261
8119;COMPRA;108800
5087;COMPRA;29350
6605;AVANCE;600000
7452;COMPRA;32114
6614;COMPRA;1539833
5247;COMPRA;110000
9031;COMPRA;50000
7454;COMPRA;82440
2824;COMPRA;1859800
9667;COMPRA;255564
3185;COMPRA;1949715
8407;COMPRA;960672
9715;COMPRA;16460
6294;COMPRA;193850
9062;COMPRA;38751
4867;COMPRA;1148305
7131;AVANCE;800000
3666;AVANCE;250000
8049;COMPRA;54300
8003;AVANCE;600000
4305;COMPRA;124500
4659;COMPRA;71540
5584;COMPRA;7188000
3070;COMPRA;162127
4354;COMPRA;245019
9285;COMPRA;540900
3074;COMPRA;20500
2723;COMPRA;35000
2685;AVANCE;800000
9284;COMPRA;202025
5848;AVANCE;800000
4795;COMPRA;1208000
6254;COMPRA;39150
7745;COMPRA;244115
3660;COMPRA;1599792
6462;COMPRA;193296
9363;COMPRA;165811
2815;COMPRA;459154
6283;COMPRA;276172
5404;COMPRA;379900
9425;COMPRA;338050
4014;COMPRA;68190
8365;COMPRA;41232
9428;COMPRA;877803
3253;COMPRA;104980
3570;AVANCE;600000
9876;COMPRA;320955
5228;AVANCE;600000
8902;COMPRA;880323
7201;COMPRA;218314
2535;COMPRA;1040000
5444;COMPRA;37691
4601;COMPRA;38900
9562;COMPRA;60000
6680;COMPRA;272562
2510;COMPRA;317487
4058;COMPRA;104801
9344;COMPRA;108374
9168;AVANCE;200000
5935;COMPRA;124070
8542;COMPRA;120965
3444;COMPRA;80950
4659;COMPRA;500330
9368;COMPRA;35402
3824;AVANCE;400000
2827;COMPRA;120900
4535;COMPRA;1792198
4157;COMPRA;89800
4746;COMPRA;1300000
9807;COMPRA;150000
3397;AVANCE;600000
8792;COMPRA;260000
8374;COMPRA;35380
5575;COMPRA;313461
9124;COMPRA;1941910
7114;COMPRA;19900
6843;COMPRA;33500
5153;COMPRA;98183
8078;COMPRA;98000
5714;COMPRA;37000
9356;AVANCE;50000
9156;COMPRA;951024
7603;COMPRA;450982
5514;COMPRA;599520
2847;COMPRA;13986
7044;COMPRA;39990
4950;COMPRA;692937
5267;AVANCE;700000
7347;AVANCE;600000
9446;COMPRA;1690000
9737;AVANCE;250000
7300;COMPRA;483950
4690;COMPRA;50000
5114;COMPRA;40700
8231;COMPRA;32900
4561;COMPRA;243580
8806;COMPRA;25100
6530;COMPRA;124724
7953;COMPRA;24957
8483;COMPRA;74190
2506;COMPRA;206700
4170;AVANCE;70000
3483;COMPRA;279144
9760;AVANCE;100000
6666;COMPRA;1480278
6139;COMPRA;1187609
8918;COMPRA;49989
6203;COMPRA;126528
5168;COMPRA;900000
3771;COMPRA;35850
4437;COMPRA;88011
8603;COMPRA;33930
3665;COMPRA;399635
5833;COMPRA;2479950
6331;COMPRA;80180
5105;COMPRA;19900
6710;COMPRA;123730
8001;AVANCE;100000
8087;COMPRA;32400
6143;COMPRA;44900
8974;COMPRA;1699900
4908;COMPRA;50870
3471;COMPRA;48467
7722;COMPRA;1599200
8471;COMPRA;7154
4230;AVANCE;600000
7179;COMPRA;142155
3381;COMPRA;38900
4081;COMPRA;946814
5456;COMPRA;26900
9302;COMPRA;95994
4471;COMPRA;51100
4108;COMPRA;149000
9232;COMPRA;38900
8059;AVANCE;50000
9545;AVANCE;600000
5226;COMPRA;114800
2471;AVANCE;150000
7664;COMPRA;364800
3037;AVANCE;800000
7858;COMPRA;62112
8524;AVANCE;200000
6110;AVANCE;400000
5547;AVANCE;400000
6345;COMPRA;164600
3138;AVANCE;125000
4582;AVANCE;800000
3719;COMPRA;98750
6576;COMPRA;51640
3821;COMPRA;37970
7435;COMPRA;7724
5008;COMPRA;140800
5504;AVANCE;400000
6790;COMPRA;40800
8781;COMPRA;78298
5413;COMPRA;373900
8029;AVANCE;600000
8632;COMPRA;7980
6920;COMPRA;774900
5620;AVANCE;200000
5664;COMPRA;464146
6161;COMPRA;129900
5569;COMPRA;88177
6677;COMPRA;40000
3127;COMPRA;55000
6726;AVANCE;300000
5854;AVANCE;200000
9434;COMPRA;63614
3580;AVANCE;50000
9729;COMPRA;81916
8709;COMPRA;38900
4560;COMPRA;183555
9139;COMPRA;6000
3363;COMPRA;63050
8288;AVANCE;200000
4637;COMPRA;1000000
9497;AVANCE;800000
7199;AVANCE;230000
4272;AVANCE;600000
6483;AVANCE;200000
9088;COMPRA;119359
7681;COMPRA;289105
7297;AVANCE;800000
5886;COMPRA;156275
7583;COMPRA;128520
6748;AVANCE;800000
8735;AVANCE;600000
9217;COMPRA;1436283
9652;COMPRA;175000
4355;COMPRA;350504
4386;COMPRA;233131
9734;COMPRA;191840
5669;COMPRA;19745
3586;AVANCE;100000
5751;COMPRA;791897
4967;COMPRA;91880
2810;COMPRA;52802
5246;AVANCE;600000
8501;COMPRA;66950
9772;COMPRA;50000
6913;COMPRA;1371971
6118;COMPRA;21000
7909;COMPRA;250000
9617;COMPRA;29090
8553;COMPRA;295068
9786;COMPRA;3900
4129;COMPRA;174995
9396;COMPRA;180030
6287;AVANCE;800000
8293;AVANCE;183000
4009;COMPRA;58794
4692;COMPRA;34900
6801;COMPRA;215438
3543;COMPRA;199601
7389;COMPRA;20800
9827;COMPRA;409544
4055;COMPRA;74565
2562;COMPRA;2240000
5465;COMPRA;483950
6276;COMPRA;189200
7346;COMPRA;63000
9035;COMPRA;125973
4102;COMPRA;44300
6331;COMPRA;47000
8236;COMPRA;287888
6074;COMPRA;24900
9849;COMPRA;65499
8438;COMPRA;3304985
3961;COMPRA;388368
3870;COMPRA;678000
2773;COMPRA;5499
5366;AVANCE;200000
3974;COMPRA;130060
6150;COMPRA;75000
3334;COMPRA;178104
8415;COMPRA;138120
7909;COMPRA;111750
6046;COMPRA;9850
3041;COMPRA;53171
3845;AVANCE;400000
4816;COMPRA;960000
7921;COMPRA;205700
6638;AVANCE;800000
7761;COMPRA;70000
9163;COMPRA;34870
8402;COMPRA;1112000
8062;AVANCE;300000
5782;AVANCE;400000
4893;COMPRA;45600
7336;AVANCE;600000
5029;COMPRA;55210
6586;COMPRA;239195
8860;COMPRA;1649900
8167;AVANCE;400000
7864;AVANCE;800000
3804;COMPRA;88553
4149;AVANCE;600000
4386;COMPRA;21150
3256;COMPRA;128674
4502;COMPRA;82000
9502;COMPRA;292681
7151;AVANCE;600000
7258;COMPRA;1851900
6778;AVANCE;250000
9351;COMPRA;287350
6247;COMPRA;366860
6799;COMPRA;49900
3584;COMPRA;430560
8013;AVANCE;500000
9333;COMPRA;649237
9501;COMPRA;140010
2731;COMPRA;178671
8002;COMPRA;1223999
5273;COMPRA;117775
8955;COMPRA;22030
9482;AVANCE;100000
4751;COMPRA;100000
8184;COMPRA;304208
9366;COMPRA;164789
8878;COMPRA;807886
4361;COMPRA;226120
3194;COMPRA;1914780
6497;AVANCE;200000
7544;COMPRA;1831000
6513;COMPRA;49900
2535;AVANCE;800000
9506;COMPRA;26900
3842;COMPRA;2800
9861;COMPRA;216162
4482;COMPRA;57020
3868;AVANCE;100000
7307;COMPRA;839496
5739;AVANCE;800000
8006;COMPRA;26900
8674;AVANCE;600000
8375;AVANCE;800000
4177;AVANCE;100000
5759;COMPRA;901502
